,Date,Close
1195,2023-03-04,22353.349609375
1196,2023-03-05,22435.513671875
1197,2023-03-06,22429.7578125
1198,2023-03-07,22219.76953125
1199,2023-03-08,21718.080078125
1200,2023-03-09,20363.021484375
1201,2023-03-10,20187.244140625
1202,2023-03-11,20632.41015625
1203,2023-03-12,22163.94921875
1204,2023-03-13,24197.533203125
1205,2023-03-14,24746.07421875
1206,2023-03-15,24375.9609375
1207,2023-03-16,25052.7890625
1208,2023-03-17,27423.9296875
1209,2023-03-18,26965.87890625
1210,2023-03-19,28038.67578125
1211,2023-03-20,27767.236328125
1212,2023-03-21,28175.81640625
1213,2023-03-22,27307.4375
1214,2023-03-23,28333.97265625
1215,2023-03-24,27493.28515625
1216,2023-03-25,27494.70703125
1217,2023-03-26,27994.330078125
1218,2023-03-27,27139.888671875
1219,2023-03-28,27268.130859375
1220,2023-03-29,28348.44140625
1221,2023-03-30,28033.5625
1222,2023-03-31,28478.484375
1223,2023-04-01,28411.03515625
1224,2023-04-02,28199.30859375
1225,2023-04-03,27790.220703125
1226,2023-04-04,28168.08984375
1227,2023-04-05,28177.984375
1228,2023-04-06,28044.140625
1229,2023-04-07,27925.859375
1230,2023-04-08,27947.794921875
1231,2023-04-09,28333.05078125
1232,2023-04-10,29652.98046875
1233,2023-04-11,30235.05859375
1234,2023-04-12,30139.052734375
1235,2023-04-13,30399.06640625
1236,2023-04-14,30485.69921875
1237,2023-04-15,30318.49609375
1238,2023-04-16,30315.35546875
1239,2023-04-17,29445.044921875
1240,2023-04-18,30397.552734375
1241,2023-04-19,28822.6796875
1242,2023-04-20,28245.98828125
1243,2023-04-21,27276.91015625
1244,2023-04-22,27817.5
1245,2023-04-23,27591.384765625
1246,2023-04-24,27525.33984375
1247,2023-04-25,28307.59765625
1248,2023-04-26,28422.701171875
1249,2023-04-27,29473.787109375
1250,2023-04-28,29340.26171875
1251,2023-04-29,29248.48828125
1252,2023-04-30,29268.806640625
1253,2023-05-01,28091.568359375
1254,2023-05-02,28680.537109375
1255,2023-05-03,29006.30859375
1256,2023-05-04,28847.7109375
1257,2023-05-05,29534.384765625
1258,2023-05-06,28904.623046875
1259,2023-05-07,28454.978515625
1260,2023-05-08,27694.2734375
1261,2023-05-09,27658.775390625
1262,2023-05-10,27621.755859375
1263,2023-05-11,27000.7890625
1264,2023-05-12,26804.990234375
1265,2023-05-13,26784.078125
1266,2023-05-14,26930.638671875
1267,2023-05-15,27192.693359375
1268,2023-05-16,27036.650390625
1269,2023-05-17,27398.802734375
1270,2023-05-18,26832.208984375
1271,2023-05-19,26890.12890625
1272,2023-05-20,27129.5859375
1273,2023-05-21,26753.826171875
1274,2023-05-22,26851.27734375
1275,2023-05-23,27225.7265625
1276,2023-05-24,26334.818359375
1277,2023-05-25,26476.20703125
1278,2023-05-26,26719.291015625
1279,2023-05-27,26868.353515625
1280,2023-05-28,28085.646484375
1281,2023-05-29,27745.884765625
1282,2023-05-30,27702.349609375
1283,2023-05-31,27219.658203125
1284,2023-06-01,26819.97265625
1285,2023-06-02,27249.58984375
1286,2023-06-03,27075.12890625
1287,2023-06-04,27119.06640625
1288,2023-06-05,25760.09765625
1289,2023-06-06,27238.783203125
1290,2023-06-07,26345.998046875
1291,2023-06-08,26508.216796875
1292,2023-06-09,26480.375
1293,2023-06-10,25851.240234375
1294,2023-06-11,25940.16796875
1295,2023-06-12,25902.5
1296,2023-06-13,25918.728515625
1297,2023-06-14,25124.67578125
1298,2023-06-15,25576.39453125
1299,2023-06-16,26327.462890625
1300,2023-06-17,26510.67578125
1301,2023-06-18,26336.212890625
1302,2023-06-19,26851.029296875
1303,2023-06-20,28327.48828125
1304,2023-06-21,30027.296875
1305,2023-06-22,29912.28125
1306,2023-06-23,30695.46875
1307,2023-06-24,30548.6953125
1308,2023-06-25,30480.26171875
1309,2023-06-26,30271.130859375
1310,2023-06-27,30688.1640625
1311,2023-06-28,30086.24609375
1312,2023-06-29,30445.3515625
1313,2023-06-30,30477.251953125
1314,2023-07-01,30590.078125
1315,2023-07-02,30620.76953125
1316,2023-07-03,31156.439453125
1317,2023-07-04,30777.58203125
1318,2023-07-05,30514.166015625
1319,2023-07-06,29909.337890625
1320,2023-07-07,30342.265625
1321,2023-07-08,30292.541015625
1322,2023-07-09,30171.234375
1323,2023-07-10,30414.470703125
1324,2023-07-11,30620.951171875
1325,2023-07-12,30391.646484375
1326,2023-07-13,31476.048828125
1327,2023-07-14,30334.068359375
1328,2023-07-15,30295.806640625
1329,2023-07-16,30249.1328125
1330,2023-07-17,30145.888671875
1331,2023-07-18,29856.5625
1332,2023-07-19,29913.923828125
1333,2023-07-20,29792.015625
1334,2023-07-21,29908.744140625
1335,2023-07-22,29771.802734375
1336,2023-07-23,30084.5390625
1337,2023-07-24,29176.916015625
1338,2023-07-25,29227.390625
1339,2023-07-26,29354.97265625
1340,2023-07-27,29210.689453125
1341,2023-07-28,29319.24609375
1342,2023-07-29,29356.91796875
1343,2023-07-30,29275.30859375
1344,2023-07-31,29230.111328125
1345,2023-08-01,29675.732421875
1346,2023-08-02,29151.958984375
1347,2023-08-03,29178.6796875
1348,2023-08-04,29074.091796875
1349,2023-08-05,29042.126953125
1350,2023-08-06,29041.85546875
1351,2023-08-07,29180.578125
1352,2023-08-08,29765.4921875
1353,2023-08-09,29561.494140625
1354,2023-08-10,29429.591796875
1355,2023-08-11,29397.71484375
1356,2023-08-12,29415.96484375
1357,2023-08-13,29282.9140625
1358,2023-08-14,29408.443359375
1359,2023-08-15,29170.34765625
1360,2023-08-16,28701.779296875
1361,2023-08-17,26664.55078125
1362,2023-08-18,26049.556640625
1363,2023-08-19,26096.205078125
1364,2023-08-20,26189.583984375
1365,2023-08-21,26124.140625
1366,2023-08-22,26031.65625
1367,2023-08-23,26431.640625
1368,2023-08-24,26162.373046875
1369,2023-08-25,26047.66796875
1370,2023-08-26,26008.462890625
1371,2023-08-27,26089.693359375
1372,2023-08-28,26106.150390625
1373,2023-08-29,27727.392578125
1374,2023-08-30,27297.265625
1375,2023-08-31,25931.47265625
1376,2023-09-01,25800.724609375
1377,2023-09-02,25868.798828125
1378,2023-09-03,25969.56640625
1379,2023-09-04,25812.416015625
1380,2023-09-05,25779.982421875
1381,2023-09-06,25753.236328125
1382,2023-09-07,26240.1953125
1383,2023-09-08,25905.654296875
1384,2023-09-09,25895.677734375
1385,2023-09-10,25832.2265625
1386,2023-09-11,25162.654296875
1387,2023-09-12,25833.34375
1388,2023-09-13,26228.32421875
1389,2023-09-14,26539.673828125
1390,2023-09-15,26608.693359375
1391,2023-09-16,26568.28125
1392,2023-09-17,26534.1875
1393,2023-09-18,26754.28125
1394,2023-09-19,27211.1171875
1395,2023-09-20,27132.0078125
1396,2023-09-21,26567.6328125
1397,2023-09-22,26579.568359375
1398,2023-09-23,26579.390625
1399,2023-09-24,26256.826171875
1400,2023-09-25,26298.48046875
1401,2023-09-26,26217.25
1402,2023-09-27,26352.716796875
1403,2023-09-28,27021.546875
1404,2023-09-29,26911.720703125
1405,2023-09-30,26967.916015625
1406,2023-10-01,27983.75
1407,2023-10-02,27530.78515625
1408,2023-10-03,27429.978515625
1409,2023-10-04,27799.39453125
1410,2023-10-05,27415.912109375
1411,2023-10-06,27946.59765625
1412,2023-10-07,27968.83984375
1413,2023-10-08,27935.08984375
1414,2023-10-09,27583.677734375
1415,2023-10-10,27391.01953125
1416,2023-10-11,26873.3203125
1417,2023-10-12,26756.798828125
1418,2023-10-13,26862.375
1419,2023-10-14,26861.70703125
1420,2023-10-15,27159.65234375
1421,2023-10-16,28519.466796875
1422,2023-10-17,28415.748046875
1423,2023-10-18,28328.341796875
1424,2023-10-19,28719.806640625
1425,2023-10-20,29682.94921875
1426,2023-10-21,29918.412109375
1427,2023-10-22,29993.896484375
1428,2023-10-23,33086.234375
1429,2023-10-24,33901.52734375
1430,2023-10-25,34502.8203125
1431,2023-10-26,34156.6484375
1432,2023-10-27,33909.80078125
1433,2023-10-28,34089.57421875
1434,2023-10-29,34538.48046875
1435,2023-10-30,34502.36328125
1436,2023-10-31,34667.78125
1437,2023-11-01,35437.25390625
1438,2023-11-02,34938.2421875
1439,2023-11-03,34732.32421875
1440,2023-11-04,35082.1953125
1441,2023-11-05,35049.35546875
1442,2023-11-06,35037.37109375
1443,2023-11-07,35443.5625
1444,2023-11-08,35655.27734375
1445,2023-11-09,36693.125
1446,2023-11-10,37313.96875
1447,2023-11-11,37138.05078125
1448,2023-11-12,37054.51953125
1449,2023-11-13,36502.35546875
1450,2023-11-14,35537.640625
1451,2023-11-15,37880.58203125
1452,2023-11-16,36154.76953125
1453,2023-11-17,36596.68359375
1454,2023-11-18,36585.703125
1455,2023-11-19,37386.546875
1456,2023-11-20,37476.95703125
1457,2023-11-21,35813.8125
1458,2023-11-22,37432.33984375
1459,2023-11-23,37289.62109375
